SEN_DET_RFO	  	Sensor Detection Status Right Front Outer
SEN_DET_RRI	  	Sensor Detection Status Right Rear Inner
SEN_DET_RRO	  	Sensor Detection Status Right Rear Outer
SPEED_ACT	  	Vehicle Speed Above Activation Threshold
SPEED_DEACT	  	Vehicle Speed Above Deactivation Threshold
TRAILINS	  	Trailer installed
TRANSGR	  	Transmission gear position
VSS	  km/h	Vehicle Speed Input
AAT	  °C	Ambient Air Temperature
AAT	  °C	Ambient Air Temperature
AAT_UR	  	Ambient Air Temperature Sensor Input Unreliable
AAT_V	  V	Ambient Air Temperature Sensor Voltage
ACC_CMD	  	Air Conditioning Compressor Commanded State
ACP_PRESS	  kPa	A/C pressure sensor
ACP_V	  V	A/C Pressure Sensor Voltage
AC_CLTH_F	  	A/C Clutch Output Fault
AC_DIS_TRQ	  	A/C Compressor Is Being Disabled Because There Is Insufficient Engine Torque Available For Operation Of The A/C Compressor
AC_REQ	  	Air Conditioning Request Signal
AC_RMNR_F	  	A/C Request Message Is Not Being Received - Failure Mode
ADPT1_F	  	Adaptive Fuel table 1 Status
AEIS_ACTION	   	Number of Drive Cycles where Automatic Engine Idle Shutdown Occurred
AEIS_POSS	   	Number of Drive Cycles in which Automatic Engine Idle Shutdown Possible
AF_MOD11	  	PCM control of air fuel to check O2S11 status.
AIRSUP_DC	  	secondary air system supported
APP	  %	Accelerator Pedal Position
APP1	  V	Accelerator pedal position sensor 1
APP2	  V	Accelerator pedal position sensor 2
APP_D	  %	Accelerator Pedal Position D
APP_E	  %	Accelerator Pedal Position E
APP_FLT	  	Accelerator Pedal Position Sensor Status
APP_MAXDIFF	  °	Maximum angle difference between APP1 and APP2
APP_MODE	  	Accelerator Pedal Position
AST	  ms	Time Since Engine Start
AXLECC_STAT	  	Axle Ratio Status of Central Vehicle Configuration
BARO	  kPa	Barometric pressure
BARO_UR	  	Barometric Pressure Unreliable
BARO_V	  V	Barometric pressure
BBPS_DYN_QF	  	Brake Booster Pressure Sensor Dynamic Performance Quality Factor
BBPS_INR_QF	  	Brake Booster Pressure Sensor In Range Quality Factor
BBP_ASSIST	  	Status Of The Actively Controlled Brake Booster Pressure Assist Output
BBP_CORR	  kPa	Brake Booster Pressure as Vacuum - Corrected
BBP_VAC_MGR	  	Brake Booster Pressure Control - Vacuum Management Request States
BOO1	  	Brake Pedal Position
BOO2	  	Brake Pressure Applied
BRKOVRD_POSS	   	Number of Drive Cycles in which Brake Override Accelerator Action Possible
BRKOVR_ACTION	   	Number of Drive Cycles where Brake Override Accelerator Action Occurred
BRK_BOOST_PRS	  kPa	Brake Booster Pressure - Measured
BRK_BOOST_V	  V	Brake Booster Pressure Sensor Voltage
CAC_T	  °C	Charge Air Cooler Temperature
CAC_UR	  	Charge Air Cooler Temperature Sensor Unreliable
CANVENT_F	  	Canister Venting Status
CATEMP11	  °C	Catalyst Temperature Bank 1, Sensor 1
CATSUP_DC	  	Catalyst
CAT_EVAL	  	Catalyst Monitor Evaluated
CCMSUP_DC	  	CCMON$I
CCM_EVAL	  	Comprehensive Components Monitor Evaluated
CHT2	  °C	Cylinder Head Temperature Sensor 2
CHT2_F	  	Cylinder Head Temperature Sensor 2 Status
CHT2_V	  V	Cylinder Head Temperature 2 Voltage
CLR_DIST	  km	Distance since diagnostic trouble codes cleared
CMP1_EXH_F	  	Camshaft Position Sensor Bank 1 Exhaust Status
CMP1_INTK_F	  	Camshaft Position Sensor Bank 1 Intake Status
COOLPMP_A_STAT	  	Coolant Pump 'A' Control Diagnostic Status
COOLPMP_CMD	  	Coolant Pump 'A' Is Commanded On
CPP_BOT	  	Clutch Pedal At or Near Bottom of Travel
CPP_PERCENT	  %	Clutch Pedal Depression - Corrected
CPP_SIG_CHK	  	Clutch Pedal Status Check Signal
CPP_STATUS	  	Clutch Pedal Status
CPP_TOP	  	Clutch Pedal Beyond Top of Travel Switch Point
CRNKCAS_PRS	  kPa	Crankcase Pressure (Gauge) - Measured
CRNKCAS_P_UR	  	Crankcase Pressure Sensor Circuit Input Is Currently Unreliable
CRNKCAS_P_V	  V	Crankcase Pressure Sensor Circuit Input Voltage
CYL_1_ACCL	   	Acceleration value of cylinder 1
CYL_2_ACCL	   	Acceleration value of cylinder 2
CYL_3_ACCL	   	Acceleration value of cylinder 3
CYL_4_ACCL	   	Acceleration value of cylinder 4
DECHOKE	  	Crank fueling disabled
DIST_AEIS	  km	Distance Since Automatic Engine Idle Shutdown occurred
DIST_BRKOVRD	  km	Distance Since Brake Override Accelerator Action occurred
DTCCNT	   	DTC Count (includes those needing no action)
ECT	  °C	Engine coolant temperature
ECT_F	  	Engine Coolant Temperature Status
ECT_V	  V	Engine coolant temperature sensor voltage
EGRSUP_DC	  	EGR system monitoring
EGR_EVAL	  	Exhaust Gas Recirculation System Evaluated
ENGOFF_TIMER	  s	Timer since Engine Off
ENG_CRANK	  	Engine Cranking
EQRAT11_CMD	  :1	Commanded Equivalence Ratio (Air to Fuel Mixture) Bank 1
EQ_RAT11	  :1	Equivalence Ratio (Lambda) (Bank 1, Sensor 1)
ETCDIAG_CODE	   	Electronic Throttle Control Diagnostics code used for technical assistance
ETC_ACT	  °	Electronic Throttle Control Actual
ETC_CLNR_CNTR	   	Count of Drive Cycles where a required Throttle cleaning cycle completed while engine was not running
ETC_CLNR_STAT	  	Update Status for this Drive Cycle for Throttle Cleaning Cycle when Engine Not Running Counter
ETC_CNTR_DRVCYL	   	Count of All Drive Cycles for Throttle Metrics
ETC_CNTR_STAT	  	Update Status for Throttle Metrics Drive Cycle Counter
ETC_DIST_EVENT	  km	Distance Traveled Since Most Recent Reset or Change for Throttle Counters
ETC_DSD	  °	Electronic Throttle Control Desired
ETC_ICE_CNTR	   	Count of Drive Cycles during which Throttle Ice Breaker mode was detected and temperature was in range
ETC_ICE_STAT	  	Update Status for this Drive Cycle Throttle Ice Breaker when Cold Enough for Ice Counter
ETC_OSBTR_CNTR	   	Count of Drive Cycles detecting moderate Throttle obstruction during engine running
ETC_OSBTR_STAT	  	Update Status for this Drive Cycle for moderate Throttle Obstruction during Engine Running Counter
ETC_REASON_2nd	  	Reason for Second Most Recent Change of Throttle Counters
ETC_REASON_LAST	  	Reason for Most Recent Change of Throttle Counters
ETC_TRIM	  °	Learned Value of Throttle Angle Offset
ETC_TRIM_LRN	  	Throttle Angle Offset has Learned
EVAP020C	  	EVAP Monitor 0.020 Leak Check Complete
EVAPCP	  %	Evaporative Emission Canister Purge Valve duty cycle
EVAPCV	  	Evaporative Emission Canister Vent Valve
EVAPCV	  %	Evaporative Emission Canister Vent Valve
EVAPCV_F	  	Evaporative Emission Canister Purge Fault
EVAPSOAK	  	EVAP Monitor Soak Time Conditions Met
EVAPSUP_DC	  	Evap system
EVAPVM_F	  	Evaporative Emission Vapour Management Fault
EVAP_EVAL	  	Evaporative System Monitor Evaluated
EVAP_PCT	  %	Commanded Evaporative Purge
EVAP_VP	  kPa	Evaporative System Vapor Pressure
EVBV	  	EVAP Vapor Blocking Valve
EVBV	  %	EVAP Vapor Blocking Valve
EVBV_F	  	EVAP Vapor Blocking Valve Status
EVC_A_CMD	  %	Exhaust Flow Control Valve -A- Commanded
EVC_A_STAT	  	Exhaust Flow Control Valve -A- Fault Status
FLI	  %	Fuel Level
FLPA	  kPa	Fuel Pressure Sensor B (Low Side) - Absolute Pressure - Raw
FLP_DSD	  kPa	Low Side Fuel Pressure Desired
FLP_V	  V	Fuel Pressure Sensor B (Low Side) Voltage
FP	  	Fuel pump
FP	  %	Fuel pump
FPM	  %	Fuel pump monitor
FPM2	  %	Fuel Pump 2 Monitor
FP_F	  	Fuel Pump Fault
FRP	  kPa	Fuel Rail Pressure
FRPC_STAT	  	Fuel Rail System Control Pressure Status
FRP_DSD	  kPa	Fuel Rail Pressure Desired
FRP_F	  	Fuel Rail Pressure Transducer Status
FRP_V	  V	Fuel Rail Pressure
FTBRAKE	  	Foot Brake - Foot brake state used by strategy
FTP_F	  	Fuel Tank Pressure Transducer Status
FTP_V	  V	Fuel Tank Pressure Sensor Voltage
FUELMON_CMP	  	Fuel system monitor completed this drive cycle
FUELMON_RDY	  	Fuel System Monitor Evaluated
FUELSYS	  	Fuel System Status (Open/Closed Loop)
FUEL_TYPE	  	Type of fuel currently being utilized by the vehicle
F_VCV	  %	Fuel Volume Control Valve
F_VCV_F	  	Fuel Volume Control Valve Status
GEAR_NTRL_CHK	  	Gear Neutral Signal Check
GENBPLUS_CORR_I	  A	Generator Current Sensor Corrected value
GENBPLUS_IMXINF	  A	Maximum Generator Current available at present conditions - Inferred
GENFIL	  	Generator Fault Indicator Lamp
GENREG_ELEC_F	  	Generator Regulator reporting Electrical Fault
GENREG_INVCMD	  	Generator Regulator receiving Invalid Commands
GENREG_MECH_F	  	Generator Regulator reporting Mechanical Fault
GENREG_NOCMD	  	Generator Regulator indicating Missing Commands
GENREG_OVRTMP	  	Generator Regulator indicating Over Temperature
GENVDSD	  V	Generator Voltage Desired
GRILL_A_BLCK	  	Grille Shutter A Is Blocked - Unable To Achieve The Commanded Position
GRILL_A_CMD	  %	Grill Shutter A Position - Commanded
GRILL_A_ELEC_F	  	Grille Shutter Module A - Indicates An Electrical Fault
GRILL_A_OVRT	  	Grille Shutter Module A - Indicates An Over Temperature Condition.
GRILL_A_POS_F	  	Grille Shutter A Actuator Fault - End Stop Not Found Or Found Where Not Expected
GRILL_A_UNDRV	  	Grille Shutter Module A - Indicates An Under Voltage Condition
GRILL_CMDCAL	  	The Grille Shutter Module Either Is Requesting A Command To Perform Or Is Performing The End Point Calibration Process
GRILL_LOSTCOMM	  	Lost Communication with Grille Shutter Control Module 'A'
GRNTRL_POS_COR	  %	Gear Neutral Sensor Position - Corrected (Transmission Range Selector)
GS_A_POS_M	  %	Grill Shutter A Position - Measured
HCATSUP_DC	  	Heated Catalyst
HCAT_EVAL	  	Heated Catalyst Monitor Evaluated
HFC	  	Fan control high speed
HFC_F	  	Fan Control High Fault
HTR11	  	Heated Exhaust Gas Oxygen Sensor Heater (bank 1, sensor 1)
HTR11F	  	Heater control for O2S11 Fault
HTR12	  	Heated Exhaust Gas Oxygen Sensor Heater (bank 1, sensor 2)
HTR12F	  	Heater control for O2S12 Fault
HTRCM12	  A	Heater Current Monitor for Heated Exhaust Oxygen Sensor 12
HTRSUP_DC	  	oxygen sensor heater monitor supported
HTRX1	  	Heater control for Heated Exhaust Oxygen Sensor 11 and Heated Exhaust Oxygen Sensor 21
HTRX2	  	Heater control for Heated Exhaust Oxygen Sensor 12 & Heated Exhaust Oxygen Sensor 22
IAC_MODE	  	Idle Air Control
IAT	  V	Intake Air Temperature
IAT	  °C	Intake Air Temperature
IAT1_UR	  	Intake Air Temperature Sensor 1 Input Unreliable
IAT2	  °C	Intake Air Temperature 2
IAT2_V	  V	Intake Air Temperature 2
IAT_F	  	Inlet Air Temperature Sensor Status
IC_TYPECC_STAT	  	Instrument Cluster Status of Central Vehicle Configuration
INJ1_F	  	Injector 1 Fault
INJ1_STAT	  	Injector 1 Status
INJ2_F	  	Injector 2 Fault
INJ2_STAT	  	Injector 2 Status
INJ3_F	  	Injector 3 Fault
INJ3_STAT	  	Injector 3 Status
INJ4_F	  	Injector 4 Fault
INJ4_STAT	  	Injector 4 Status
INJPWR_M	  V	Injector Power Monitor
INJ_F	  	Injector fault
IN_GEAR	  	In Gear -Transmission is applying a load to engine
KEYST	  	Ignition Key Status
KNK_CNTR_CYL1	   	Cylinder 1 Knock/Combustion Performance Counter
KNK_CNTR_CYL2	   	Cylinder 2 Knock/Combustion Performance Counter
KNK_CNTR_CYL3	   	Cylinder 3 Knock/Combustion Performance Counter
KNK_CNTR_CYL4	   	Cylinder 4 Knock/Combustion Performance Counter
KNK_RATE_LRND	  %	Learned Knock/Combustion Performance Detection Rate
KNOCK_1	   	Knock sensor 1
KNOCK_2	   	Knock sensor 2
KNOCK_SPRK	  °	Knock Control Spark Adjustment
LFC	  	Fan control low speed
LFC_F	  	Fan Control Low Fault
LFT1_C1_USED	  	Long Term Fuel Trim Bank 1 Cell 1 Is Used
LFT1_C2_USED	  	Long Term Fuel Trim Bank 1 Cell 2 Is Used
LFT1_C3_USED	  	Long Term Fuel Trim Bank 1 Cell 3 Is Used
LFT1_C4_USED	  	Long Term Fuel Trim Bank 1 Cell 4 Is Used
LFT1_CELL1	  %	Long Term Fuel Trim (Percent Rich) Bank 1 Cell 1
LFT1_CELL2	  %	Long Term Fuel Trim (Percent Rich) Bank 1 Cell 2
LFT1_CELL3	  %	Long Term Fuel Trim (Percent Rich) Bank 1 Cell 3
LFT1_CELL4	  %	Long Term Fuel Trim (Percent Rich) Bank 1 Cell 4
LOAD	  %	Calculated Load Value
LOAD_ABS	  %	Absolute Load Value
LONGFT1	  %	Long term fuel trim 1
MAF_F	  	Mass Air Flow Sensor Status
MAP	  kPa	Manifold absolute pressure sensor
MAP_F	  	Manifold Absolute Pressure Sensor Status
MAP_V	  V	Manifold absolute pressure sensor
MFC	  	Medium Fan Control
MFC_F	  	Medium Fan Control Status
MFF_INGEAR	  	Transmission In Gear at Time Of Misfire
MFF_LOAD	  %	Engine Load At Time Of Misfire
MFF_RPM	  1/min	Engine RPM At Time Of Misfire
MFF_RUN	  s	Engine Running Time At Time Of Misfire
MFF_SOAK	  s	Engine Off Soak Time Prior to Misfire
MFF_TCC_LOCK	  	Torque Converter Clutch at Time Of Misfire
MFF_THR_ANG	  %	Throttle Angle at Time Of Misfire
MFF_TRIP	   	Number Of Trips Since The Time Of Misfire
MFF_VSS	  km/h	Vehicle Speed At Time Of Misfire
MIL	  	Malfunction Indicator Lamp
MIL_DIST	  km	The distance travelled since the MIL was activated.
MISFIRE	  	Engine Misfire currently detected
MISFIRE_MON	  	Misfire Monitor Status
MISFSUP_DC	  	misfire monitor supported
MISF_EVAL	  	Misfire Monitor Evaluated
MP_LRN	  	Misfire Profile Correction Learned
NPS_NTRL_OK	  	Neutral Position Sensor is in Neutral with No Fault
NUM_MISFIRE	   	Misfire Events During Latest Misfire Cycle
O2S11_CUR	  mA	Exhaust Gas Oxygen Sensor Current Bank 1 Sensor 1
O2S11_F	  	Heated Exhaust Oxygen Sensor 11 Status
O2S11_HTR	  %	Commanded duty cycle for the O2S11 heater output.
O2S11_IMPED	  V	O2S11 sensor impedance is expressed as a voltage.
O2S11_READY	  	O2S11 is warm and ready to operate.
O2S11_STAT	  	O2S11 Status
O2S11_TR	  Ω	Oxygen Sensor Trim Circuit Resistance 11 - NTK sensor
O2S12	  V	Heated Exhaust Gas Oxygen Sensor (bank 1, sensor 2)
O2S12.STFT	  %	Short Term Fuel Trim (Bank 1, Sensor 2)
O2S12.VOLT	  V	Heated Exhaust Gas Oxygen Sensor (bank 1, sensor 2)
O2SHTR_EVAL	  	Heated Exhaust Oxygen Sensor Heater System Evaluated
O2SSUP_DC	  	oxygen sensor monitor supported
O2S_EVAL	  	Oxygen Sensor Monitor Evaluated
O2_DS1_ERR	  V	Downstream Closed Loop Input Error Bank 1
O2_DS_DISBL	  	Downstream Oxygen Sensor Fuel Control Disabled.
OBDMON_EVAL	  	All OBD drive cycle monitors have completed.
OCTADJ_R_LRND	  %	Learned Relative Octane Adjustment
OIL_LOW_SW	  	Low Engine Oil Pressure Switch
OIL_REMAINING	  %	Engine Oil Life Remaining
OSS_F	  	Output Shaft Speed Reliable
OTS_STAT	  	One-Touch Start Status
P2610_ECUCLOCK	  	DTC P2610 Was Set Because Engine Off Timer Did Not Agree with ECU Clock Hardware
P2610_INFTIMER	  	DTC P2610 Was Set Because Engine Off Timer Did Not Agree with Inferred Engine Off Time
P2610_LOSSCOM	  	Reason for DTC P2610 is the loss of communication with the module that provides Engine Off Time
PATSENABL	  	Vehicle Enable Status
PATS_TYPE	  	Security Access type Timed / Coded
PCV_PWM	  %	Pressure control valve PWM
POWRPCK_STATE	  	Power Pack State
PROG_FLOWTRACE1	   	Program Flow Trace Information - 1
PROG_FLOWTRACE2	   	Program Flow Trace Information - 2
REALTIME	  s	Total time ECU has been active
REV_SW	  	Reverse switch
RO2FT1	  %	Rear O2 Fuel Trim - Bank 1
RPM	  1/min	Engine Revolutions Per Minute
RPMDSD	  1/min	Desired Idle Speed RPM
RUNTM	  s	Time Since Engine Start
SAIR_EVAL	  	Secondary Air System Evaluated
SHRTFT1	  %	Short term fuel trim 1
SIL	  	Shift Indicator Lamp
SOFTWARE_ID	   	ECU Software Identifier
SPARKADV	  °	Spark Advance
SPARKADV	  °	Spark Advance
SPDCTRLCC_STAT	  	Speed Control Status of Central Vehicle Configuration
SS_ABS_TC_IN	  	Antilock Brake And Traction Control Summary
SS_CTRL_CRANK	  	Main Control Crank Command And Hardware Feedback
SS_CTRL_STATE	  	Main Control State Machine
SS_DISABL_00	  	Scheduler System Of Stop-Start Feature Disabled Due To Vehicle Configuration Does Not Support Stop-Start Feature
SS_DISABL_01	  	Scheduler System Of Stop-Start Feature Disabled Due To The Driver Commanding The Engine Off
SS_DISABL_02	  	Scheduler System Of Stop-Start Feature Disabled Due To Restraint Deployment Indicated
SS_DISABL_03	  	Scheduler System Of Stop-Start Feature Disabled Due To Driver Presence Not Confirmed For System Induced Start
SS_DISABL_04	  	Scheduler System Of Stop-Start Feature Disabled Due To Strategy Preventing An Auto-Stopped Engine From Auto-Starting
SS_DISABL_05	  	Scheduler System Of Stop-Start Feature Disabled Due To Driver Door Opened While Auto-Stopped or Driver Door Open Fault
SS_DISABL_06	  	Scheduler System Of Stop-Start Feature Disabled Due To Engine Control System Failed To Confirm Commanded Stop
SS_DISABL_07	  	Scheduler System Of Stop-Start Feature Disabled Due To Engine Control System Failed To Confirm Commanded Start
SS_DISABL_08	  	Scheduler System Of Stop-Start Feature Disabled Due To A Stalled Engine
SS_DISABL_09	  	Scheduler System Of Stop-Start Feature Disabled Due To The Manual Transmission Engine Stall Recovery Feature Aborting
SS_DISABL_10	  	Scheduler System Of Stop-Start Feature Disabled Due To Indicated Vehicle Speed Quality
SS_DISABL_11	  	Scheduler System Of Stop-Start Feature Disabled Due To Indicated Accelerator Pedal Quality
SS_DISABL_12	  	Scheduler System Of Stop-Start Feature Disabled Due To Indicated Transmission Range Selector Quality
SS_DISABL_13	  	Scheduler System Of Stop-Start Feature Disabled Due To Indicated Automatic Transmission Fault
SS_DISABL_14	  	Scheduler System Of Stop-Start Feature Disabled Due To Indicated Engine Control System Fault
SS_DISABL_15	  	Scheduler System Of Stop-Start Feature Disabled Due To Indicated Charging System Fault
SS_DISABL_16	  	Scheduler System Of Stop-Start Feature Disabled Due To Indicated Brake System Fault
SS_DISABL_17	  	Scheduler System Of Stop-Start Feature Disabled Due To Stop-Start Feature Monitor
SS_DISABL_18	  	Scheduler System Of Stop-Start Feature Disabled Due To Clutch Pedal System
SS_DISABL_19	  	Scheduler System Of Stop-Start Feature Disabled Due To Gear Neutral System
SS_DISABL_20	  	Scheduler System Of Stop-Start Feature Disabled Due To Indicated Vehicle Life Cycle State Being 'Manufacturing' Or 'Transport'
SS_DRVR INPUTS	  	Monitor Driver Inputs APP, Brake, TR or Cruise
SS_INHIB_EC00	  	The Stop-Start Feature Is Inhibited By Engine Control Due To Engine Coolant Temperature Too Low Or Too High
SS_INHIB_EC01	  	The Stop-Start Inhibited By Engine Control Due To Barometric Pressure Being Too Low
SS_INHIB_EC02	  	The Stop-Start Inhibited By Engine Control Due To Fuel Rail Pressure At Idle Being Too Low
SS_INHIB_EC03	  	The Stop-Start Inhibited By Engine Control Due To Insufficient Time Since A Driver Initiated Start
SS_INHIB_EC04	  	The Stop-Start Feature Is Inhibited By Engine Control Due To Fuel Rail Temperature Being Too High
SS_INHIB_EC05	  	The Stop-Start Inhibited By Engine Control Due To Cranking Time Being Too Long
SS_INHIB_EC06	  	The Stop-Start Inhibited By Engine Control Due To Low Fuel Level
SS_INHIB_EC07	  	The Stop-Start Inhibited By Engine Control Due To Catalyst Monitoring Function
SS_INHIB_EC08	  	The Stop-Start Inhibited By Engine Control Due To Purge Control Function
SS_INHIB_EC09	  	The Stop-Start Inhibited By Engine Control Due To Adaptive Fuel Control Function
SS_INHIB_EC10	  	The Stop-Start Inhibited By Engine Control Due To Turbocharger Bearing Oil Temperature Too High
SS_INHIB_EC11	  	The Stop-Start Feature Is Inhibited By Engine Control Due To Waiting For EVAP Monitor To Complete
SS_INHIB_EC12	  	The Stop-Start Feature Is Inhibited By Engine Control Due To Anti-Theft System (Immobilizer)
SS_INHIB_EC13	  	The Stop-Start Feature Is Inhibited By Engine Control Due To Collision (Fuel Pump Cutoff Request Received)
SS_INHIB_EC14	  	The Stop-Start Feature Is Inhibited By Engine Control Due To Fail Safe Cooling Strategy
SS_INHIB_EC15	  	The Stop-Start Feature Is Inhibited By Engine Control Due To Stop-Start Level 2 Safety Monitor Tripping
SS_INHIB_EC16	  	The Stop-Start Feature Is Inhibited By Engine Control Due To Fuel Control Adaption Active
SS_INHIB_EC17	  	The Stop-Start Inhibited By Engine Control Due To Gasoline Or Diesel Particulate Filter (GPF or DPF) Regeneration
SS_INHIB_EC18	  	The Stop-Start Inhibited By Engine Control Due To Gasoline Or Diesel Particulate Filter (GPF or DPF) Soot Overload
SS_INHIB_EC19	  	The Stop-Start Feature Is Inhibited By Engine Control Due To Exhaust After Treatment Strategy Request
SS_INHIB_EC20	  	The Stop-Start Inhibited By Engine Control Due To Air Mass Adaption
SS_INHIB_EC21	  	The Stop-Start Inhibited By Engine Control Due To Adaptation Of Minimum Pilot
SS_INHIB_EC22	  	The Stop-Start Inhibited By Engine Control Due To Gasoline Or Diesel Particulate Filter (GPF or DPF) Regeneration
SS_INHIB_EC23	  	The Stop-Start Inhibited By Engine Control Due To Turbocharger Bearing Oil Temperature Too High
SS_INHIB_EC24	  	The Stop-Start Inhibited By Engine Control Due To Gasoline Or Diesel Particulate Filter (GPF or DPF) Soot Overload
SS_INHIB_EC26	  	The Stop-Start Inhibited By Engine Control Due To Bulk Oil Temperature In The Oil Pan Too Low
SS_INHIB_EC27	  	The Stop-Start Inhibited By Engine Control Due To Engine Management System Pre-Shutdown Operational Range Inhibit Condition
SS_INHIB_G1_00	  	The Stop-Start Feature Is Inhibited The Stop-Start Feature Requires Auto-Stopping The Engine Due To Driver Actions - Expected Operation
SS_INHIB_G1_01	  	The Stop-Start Feature Is Aborting An Auto-Start
SS_INHIB_G1_02	  	The Stop-Start Feature Is Inhibited By Accelerator Pedal Application
SS_INHIB_G1_03	  	The Stop-Start Feature Is Inhibited By Driver Selection Of Reverse Gear
SS_INHIB_G1_04	  	The Stop-Start Feature Is Inhibited By Driver Application Of Clutch Pedal
SS_INHIB_G1_05	  	The Stop-Start Feature Is Inhibited By Driver Release Of Brake Pedal
SS_INHIB_G1_06	  	The Stop-Start Feature Is Inhibited For Application Of Accelerator Pedal While Automatic Transmission Is In Forward Gear
SS_INHIB_G1_07	  	The Stop-Start Feature Is Inhibited For Application Of Accelerator Pedal While Automatic Transmission Is In Park Or Neutral
SS_INHIB_G1_08	  	The Stop-Start Feature Is Inhibited During Transmission Range Selector Transition To The Drive Position
SS_INHIB_G1_09	  	The Stop-Start Feature Is Inhibited Because The Automatic Transmission Is Operating In Low
SS_INHIB_G1_10	  	The Stop-Start Feature Is Inhibited Because The Automatic Transmission Is Operating In Manual/Sport
SS_INHIB_G1_11	  	The Stop-Start Feature Is Inhibited Because The Automatic Transmission Is Operating In Park
SS_INHIB_G1_12	  	The Stop-Start Feature Is Inhibited Because The Automatic Transmission Is Operating In Neutral
SS_INHIB_G1_13	  	The Stop-Start Feature Is Inhibited Because The Automatic Transmission Is Operating In Overdrive Cancel Mode
SS_INHIB_G1_14	  	The Stop-Start Feature Is Inhibited For A Period After Transmission Range Selector Transition From Park Or Neutral Position
SS_INHIB_G1_15	  	The Stop-Start Feature Is Inhibited Due To Vehicle Speed Above Threshold During An Automatic Stop
SS_INHIB_G1_16	  	The Stop-Start Feature Is Inhibited For Being In Engine Auto-Stop For Too Long (Engine Will Be Started)
SS_INHIB_G1_17	  	The Stop-Start Feature Is Inhibited Because The Driver Door Is Open
SS_INHIB_G1_18	  	The Stop-Start Feature Is Inhibited After A Stop-Start System Induced (not a driver action) Engine Auto-Start
SS_INHIB_G1_19	  	The Stop-Start Feature Is Inhibited For Minimum Period After Every Engine Auto-Start
SS_INHIB_G1_20	  	The Stop-Start Feature Is Inhibited - At Limit For Number Of Engine Auto-Starts Permitted Without Moving The Vehicle
SS_INHIB_G1_21	  	The Stop-Start Feature Is Inhibited Because The Vehicle Speed Is Above Threshold
SS_INHIB_G1_22	  	The Stop-Start Feature Is Inhibited Due To The Initiation/Operation Of The Manual Transmission Engine Stall Recovery Feature
SS_INHIB_G1_23	  	The Stop-Start Feature Is Inhibited For Minimum Period After A Driver Initiated (e.g., Key/Button/Remote) Start
SS_INHIB_G2_00	  	The Stop-Start Feature Is Inhibited Because The Driver's Seat Belt Is Not Fastened
SS_INHIB_G2_01	  	The Stop-Start Feature Is Inhibited Because The HVAC System Requires The Engine To Run
SS_INHIB_G2_02	  	The Stop-Start Feature Is Inhibited Because The Steering System Requires The Engine To Run
SS_INHIB_G2_03	  	The Stop-Start Feature Is Inhibited Because The Braking System Requires The Engine To Run
SS_INHIB_G2_04	  	The Stop-Start Feature Is Inhibited Because The Stop-Start Menu In The Cluster Has Been Selected
SS_INHIB_G2_05	  	The Stop-Start Feature Is Inhibited Because The Parking Aid Camera Is Operating
SS_INHIB_G2_06	  	The Stop-Start Feature Is Inhibited Because The Semi-Assisted Parallel Parking Feature Is Operating
SS_INHIB_G2_07	  	The Stop-Start Feature Is Inhibited Because The Brake System Requires Booster Vacuum
SS_INHIB_G2_08	  	The Stop-Start Feature Is Inhibited Due To Battery Energy Management
SS_INHIB_G2_09	  	The Stop-Start Feature Is Inhibited Because Of The Voltage Quality Monitor
SS_INHIB_G2_10	  	The Stop-Start Feature Is Inhibited Because Of Vehicle Operation With A Trailer
SS_INHIB_G2_11	  	The Stop-Start Feature Is Inhibited Because Of Vehicle Operation On A Hill/Grade
SS_INHIB_G2_12	  	The Stop-Start Feature Is Inhibited Because The Terrain Management System Is Operating
SS_INHIB_G2_13	  	The Stop-Start Feature Is Inhibited Because Of Ambient Air Temperature
SS_INHIB_G2_14	  	The Stop-Start Feature Is Inhibited Because The Fuel Operated Heater Is Operating
SS_INHIB_G2_15	  	The Stop-Start Feature Is Inhibited Because The Electronic Parking Brake System Is Operating
SS_INHIB_G2_16	  	The Stop-Start Feature Is Inhibited Because The Air Suspension Feature Is Operating
SS_INHIB_G2_17	  	The Stop-Start Feature Is Inhibited Due To Keyless Vehicle Secure Idle Feature Is Operating
SS_INHIB_G2_18	  	The Stop-Start Feature Is Inhibited Due To The Vehicle Operating In Low Gear
SS_INHIB_G2_19	  	The Stop-Start Feature Is Inhibited Due To The Engine Management System
SS_INHIB_G2_20	  	The Stop-Start Feature Is Inhibited Due To The Transmission Management System
SS_INHIB_G2_21	  	The Stop-Start Feature Is Inhibited By Off-Board Service Tool
SS_INHIB_G2_22	  	The Stop-Start Feature Is Inhibited By HVAC System Electrical Power Demands
SS_INHIB_G2_23	  	The Stop-Start Feature Is Inhibited Due To Operation Of The Power Tail Gate Feature
SS_INHIB_G2_24	  	The Stop-Start Feature Is Inhibited Because The DC-AC Inverter Is Operating
SS_INHIB_G2_25	  	The Stop-Start Feature Is Inhibited Due To Operation Of A Power Window
SS_INHIB_G2_26	  	The Stop-Start Feature Is Inhibited Due To Monitoring Of Current Limits By The Electrical Power Management System
SS_INHIB_G2_27	  	The Stop-Start Feature Is Inhibited By Stop-Start Plausibility Monitor
SS_INHIB_G2_28	  	The Stop-Start Feature Is Inhibited Due To Low Engine Coolant Temperature
